ticker;contribuicao_aproximada
PETR4.SA;0,5270706914987037
VALE3.SA;0,05247545407551685
ITUB4.SA;0,14381255493770978
WEGE3.SA;0,0475390627478644
MGLU3.SA;-0,12224199164370031
ABEV3.SA;0,04235434522131307
BBAS3.SA;0,08501615867018306
RENT3.SA;-0,04273164243489645
