Date,PETR4.SA,VALE3.SA,ITUB4.SA,WEGE3.SA,MGLU3.SA,ABEV3.SA,BBAS3.SA,RENT3.SA
2021-01-05,0.039086403787181645,0.01683810980342404,-0.006472571897903845,0.06137692616971924,-0.017460277604982477,0.021317867896817777,-0.01037498277608817,-0.005901190169242954
2021-01-06,0.001997297191005165,0.0327956438643493,0.029316128125306706,0.026515722592272972,-0.05250405749557252,0.020240430445570112,0.02284901822353591,-0.057583879425141316
2021-01-07,0.029900649337942786,0.06527818445558431,0.03892397220649313,0.04132860271464889,-0.012787746130778932,-0.004959855595589979,0.03968520038218748,0.047401725554913066
2021-01-08,0.0038711107041116133,-0.003127246061156219,-0.000304455509753887,0.060477086587766404,0.02936101915553424,0.029906540897931988,0.005813800137157266,0.0675082613667084
2021-01-11,-0.008354989792294987,-0.00019613477947200142,-0.022547373271506466,-0.030630789581306717,-0.014681195917074397,-0.02601327055589675,-0.01633569858776751,-0.019436359902469946
2021-01-12,-0.0074528826878935694,-0.027357981824428057,0.003117056555388853,0.03493095575031102,0.030225565712591163,0.04347825751259715,0.009197880129490965,0.020970769482267837
2021-01-13,-0.048318598456217,-0.029942580248909834,-0.016470176059853237,0.002331482458875378,-0.007437956024819559,-0.037499812242332675,-0.04936732546415945,-0.0004220317452279243
2021-01-14,0.010291621996842748,0.016420684519879547,0.029700280568030646,-0.0045416944197176345,-0.012073329980310743,0.010358196058413371,-0.002396664353290001,0.040535096072590315
2021-01-15,-0.04516140284986214,-0.04345633003505689,-0.037741474378521156,-0.04128187131455485,0.009692427187558028,-0.01906526201353309,-0.030966323224007386,-0.04355489595270534
2021-01-18,-0.0017780174907089386,0.008124216667978912,-0.005102431823819975,0.07021822081507301,0.020450674658095913,0.016927924245256687,-0.010193047973343639,-0.00028276241978808514
2021-01-19,0.022087638960416767,-0.002650858979929116,-0.011858618995432724,-0.028304869966153556,-0.015132914913693618,0.0030827512303812643,-0.016977254433505062,-0.026736482894979097
2021-01-20,-0.01673058806994765,-0.018498811882841637,-0.01654237456085217,-0.010044538518780732,0.05564786536847355,-0.015365777079585308,-0.022367244416641396,0.011191845572072534
2021-01-21,-0.023396032741857753,0.01126504048951471,-0.013522334076749631,-0.011837660214399248,0.0027537771004157996,-0.025592894922127796,-0.010136185529280195,-0.02386104282818957
2021-01-22,-0.016696993159044382,-0.0020349753613435606,-0.02139815217028951,0.01505981140392576,0.019615569108476727,-0.02946847015641041,-0.014335666529798896,-0.00588982655795689
2021-01-26,-0.0033222557765307803,-0.015241084513524794,-0.03319097869546961,-0.0002249710077685263,-0.009234404987359168,0.016501649625989323,-0.026713889983906558,-0.022959720560962515
2021-01-27,0.014814813875337896,-0.027792952853226693,0.0,-0.0029225712665281733,0.0015534008001101274,0.0,0.02927688683902696,-0.014857470227900627
2021-01-28,0.013138797790441359,0.021300502516727438,0.04035426693482558,-0.008118505052783664,0.015509983998013954,0.009090928079640292,0.02340748333870657,0.034779866774823365
2021-01-29,-0.038544776036551154,-0.034577216058930715,-0.03572680439911213,-0.04751614839939888,-0.03512796998749479,-0.027670516707064996,-0.01968747492995493,-0.049970193552303255
2021-02-01,0.03147266496203982,0.037748304014500356,0.026655602290552194,0.008950719107987837,-0.013454712605541541,0.032429003701904824,0.01269970460547687,0.0010957320454165753
2021-02-02,0.041045881452447475,-0.03955266968624227,-0.02132065924608928,0.008161849630929696,0.01484154660715209,0.0006410381979617963,-0.006707740642255877,0.05566871649903615
2021-02-03,0.009770036316972597,0.0315992897553794,-0.00491911724705385,0.040361595712745224,0.013834051684661786,0.0044841549502288025,0.007927235512667163,0.019108156324171732
2021-02-04,-0.004146780775219017,-0.012606408563631266,-0.004237534717065117,-0.034960815323223704,-0.01325545267887196,-0.005101904750031805,-0.00407787466565801,0.01162792925389522
2021-02-05,0.0006941466517285111,0.03807794980681933,-0.004255138909664891,-0.012504669393837431,0.021335478850575518,-0.005128146969764158,-0.006727190155936924,-0.010488594179526411
2021-02-08,-0.02531206916798534,0.014241196337113404,-0.01851844871996855,0.011834321335154385,0.0119922496660545,-0.037371305882042516,-0.0026502777107308972,0.005663062155883747
2021-02-09,-0.020277680371608153,0.0025530215529276923,0.01197385873918888,-0.00573100407960736,0.0030581093928871983,0.0013387144697427633,0.012104876352279303,-0.010684455630358691
2021-02-10,0.009441018116707944,0.004774471574116923,-0.007170759754448364,0.011998572104904737,-0.03582316607215663,0.0033422290734399507,-0.013710431645399757,-0.01707503615161121
2021-02-11,0.010071903010848038,-0.0168955041667761,0.0,0.011275215630055735,0.013834051684661786,-0.003997331430760642,0.0038449157311919446,-0.005790867544964051
2021-02-12,0.012820619918784137,0.00848549178703073,0.0025276798746840523,-0.0037930573158152514,0.010136400010339885,-0.010702386417173249,-0.005598053905319644,-0.0008962014985156586
2021-02-17,0.04043558659128754,0.026200950415123048,0.012607841257668673,-0.0313837596225478,-0.015824068328749608,0.03245449984988946,-0.01155551150827705,-0.014798313061880952
2021-02-18,-0.010814210714221617,0.010897782238770137,-0.007114532833930487,-0.006789488926061349,-0.01803910867521341,-0.03143431488226167,-0.002997523524260526,-0.019723871726391007
2021-02-19,-0.06627949692892654,0.0037985377655795904,-0.01039105433442189,-0.0016790331280195359,-0.003993688227239778,0.0067613750479840196,-0.018941610549750743,0.007584026608250083
2021-02-22,-0.2070985428348613,-0.024751928823647962,-0.07277318382077058,-0.006247030480891924,-0.027666270122655212,-0.020819419460173627,-0.1164573837194739,-0.06159737506552421
2021-02-23,0.1102909193912418,0.016780399470031515,0.06403740914534728,0.011363902458519037,0.025154497024719502,0.007544561074151579,0.07170010687058204,0.003437546221578547
2021-02-24,0.014131243495201007,0.010108280244369938,-0.014678463146321263,0.0363374128653593,-0.008849501687664407,-0.0006807486668847229,-0.003943513671901155,-0.012398183570050736
2021-02-25,-0.04959019904918349,-0.02266902778642732,-0.031284817923902586,-0.07727774393467968,-0.023944738259903953,-0.03269752104590673,-0.028043616790230264,-0.011232250139305178
2021-02-26,-0.040965950689323516,-0.012433410913565646,-0.012103668198890416,-0.024375312206692534,0.005405303252075333,-0.01267595853605008,-0.04786140213756107,-0.031072419345923086
2021-03-01,-0.010791305150501973,0.042847843432240795,-0.02995845873052172,0.003852657709523255,0.015301892612982426,-0.017831666967139448,-0.006773622420468306,0.02000000626917675
2021-03-02,-0.00045435474271871,0.030739737907988784,0.04037139960057101,-0.012051240185568024,-0.011405243000945364,0.015976626206910538,0.03840637721260087,-0.009465919149284963
2021-03-03,-0.03638016303317415,-0.012303337497764466,0.0023283670365636944,-0.0007789615432780561,0.035022612006174736,0.012866411098866992,0.0020738428978896994,0.0037543277849885204
2021-03-04,0.04860771125081076,-0.014847925234908743,0.031358948659793606,-0.04896079383343721,0.012738876100139684,0.043048758074577975,0.03621965304372288,0.0357021705308711
2021-03-05,0.007650867864813726,0.059320680494567624,0.03716177154536382,-0.0025945138478621343,-0.01218552090378211,0.020297680338048796,0.018641728164318527,-0.0014772493527521746
2021-03-08,-0.05761506414695183,-0.005388735500756248,-0.031849067898476635,-0.05325824336551244,-0.08077990734484786,-0.025862167981357542,-0.045751621182506086,-0.09386849722071722
2021-03-09,0.023222577753195806,-0.010033058252393312,0.013831022003097049,0.03398408950548615,0.012554095285169709,0.0319945978049625,-0.007191969348832816,0.008345701534921313
2021-03-10,0.03473848196745122,-0.015404926196663782,0.007375142316567551,0.010908802796980144,0.06455749959022139,0.007256079975282326,0.031390274065582924,0.017272399496549573
2021-03-11,0.04252455323474846,0.026247998057461475,0.001464251560882035,-0.004980601089364933,-0.004016071156434542,-0.01178780731519602,0.0050165541321745,0.053236492257604295
2021-03-12,-0.0051523222723032225,-0.023069009380653815,-0.006578729145537365,-0.010706511040173394,-0.009274245480240917,-0.003976303040876927,0.0032009185054413525,-0.0008394223510282961
2021-03-15,0.020716542004678207,-0.005955055014032373,0.011773571604916766,0.02909356566653054,-0.034594987266570065,0.017964179801817748,-0.007000044790135496,-0.0026892026801276225
2021-03-16,-0.015644767857681985,-0.003201762019360621,-0.020363583593826284,0.0024586227428631258,0.01812823079026482,-0.016339947764759777,0.0026855639636642614,-0.02258169154922407
2021-03-17,0.03436395332853359,0.014402704814902023,0.038974394097147425,-0.002861260897720208,-0.008695703516076625,0.02458479161999816,0.027786791699161206,0.030689579672068756
2021-03-18,-0.034883589469563936,-0.017772957632063213,0.005717560560459356,-0.018854960965004164,-0.06934006099386858,-0.007782093674764234,-0.008468860298366798,-0.033957953604307534
2021-03-19,0.032702362425863996,-0.014351347053708552,0.0021309752334177645,0.0019491265033406702,0.00044895382239551473,0.01960790497290832,0.008541194481209269,0.026840098726254924
2021-03-22,-0.02000016408547145,-0.016564613286781604,0.0056716886618637385,-0.009033600457784674,-0.01704803153484824,-0.003846308494735551,0.0029317741374454975,-0.024620548720282742
2021-03-23,-0.030612209984886563,-0.02306630205807536,-0.02537902985854823,0.004347863192591284,-0.018256534325367668,-0.029600977140348594,-0.03605035775410692,-0.02230299525092838
2021-03-24,0.000877050101796728,0.022952006055892094,-0.017359351820152913,-0.015221088796656068,-0.05299861246510962,-0.01856767668745818,-0.018194496024012907,-0.025110383725860164
2021-03-25,0.01665205071943765,-0.0076221425356113315,0.017666022520346436,0.007798936969859671,-0.0034364757302510762,0.012837756729220384,0.014413369795300612,0.030291920313327836
2021-03-26,0.011207065468276545,0.03342713504802797,0.017052542345250332,0.023497813546215607,-0.015763574479368603,0.01067382888183288,0.003383026398792399,0.011091453679969554
2021-03-29,0.015771474763823123,0.025646396114519465,-0.0003564844097377895,-0.008337541535128445,-0.016516412172643546,0.009901104103277714,0.004719999984675427,0.0020894409904461675
2021-03-30,0.0,-0.009287805755970768,0.016393761564353015,0.04091578220736802,0.02086503890294944,0.018954135634860148,0.03087219224328641,0.040626408267109504
2021-03-31,0.011330458596350956,0.00927181497985563,-0.019284658641769425,-0.006529161101759717,0.008973096703289496,-0.019243088010711396,-0.008788765028704959,-0.0011703639649025543
2021-04-01,-0.008713941752649501,-0.005920343831857244,-0.03058452396834388,0.0067060356733799065,0.00988135226643494,-0.018966533839461452,-0.016420360328791572,0.005190025364677053
2021-04-05,0.006278723101258876,0.061608244341917695,0.01291439682000961,0.024647207786108627,-0.0009783881726298516,0.018000023424106226,-0.0013357033642044103,0.024816981498476887
2021-04-06,-0.0008317401381138234,-0.012960716748418144,-0.011657483882072439,0.002470224318377179,0.008814902753612852,0.007858457189261259,-0.012035889026143609,0.013489130760289791
2021-04-07,-0.0008325750698653378,0.02459585677768983,-0.008846099657164319,-0.012191691175081787,-0.020388384795818504,-0.011046190632222008,-0.0064299445219726525,0.000641251814369248
2021-04-08,-0.012500031211910345,-0.0005738990633503693,-0.007810047235779272,0.0039385502477284895,0.0827552168708463,0.015111668487361118,-0.008514889881754084,0.01923089930899602
